2018-06-05 11:35:33.350 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.summer.security.SummerSecurityProviderApplicationTests], using SpringBootContextLoader
2018-06-05 11:58:26.832 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.library.path=C:\Program Files\Java\jdk1.8.0_144\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;D:\Java7\jdk1.7.0_67\bin;D:\Java7\jdk1.7.0_67\jre;C:\mycat\bin;D:\apache-maven-3.3.9\bin;C:\Users\zengfy\AppData\Local\Programs\Python\Python36;D:\zfy\zengfeiyue文件\软件\hadoop\spark-1.6.0-bin-hadoop2.6\spark-1.6.0-bin-hadoop2.6\bin;D:\apache-maven-3.3.9\bin;C:\Program Files\nodejs\;C:\Users\zengfy\AppData\Local\Programs\Python\Python36\Scripts;C:\Program Files (x86)\ClockworkMod\Universal Adb Driver\;C:\Program Files\TortoiseGit\bin;C:\WINDOWS\System32\OpenSSH\;C:\Users\zengfy\AppData\Local\Programs\Python\Python36\Scripts\;C:\Users\zengfy\AppData\Local\Programs\Python\Python36\;C:\Users\zengfy\AppData\Local\Microsoft\WindowsApps;C:\Users\zengfy\AppData\Roaming\npm;C:\Users\zengfy\AppData\Local\GitHubDesktop\bin;%USERPROFILE%\AppData\Local\Microsoft\WindowsApps;;C:\Users\zengfy\AppData\Local\Programs\Fiddler;.
2018-06-05 11:58:26.832 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.io.tmpdir=C:\Users\zengfy\AppData\Local\Temp\
2018-06-05 11:58:26.832 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.compiler=<NA>
2018-06-05 11:58:26.832 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.name=Windows 10
2018-06-05 11:58:26.833 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.arch=amd64
2018-06-05 11:58:26.833 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.version=10.0
2018-06-05 11:58:26.833 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.name=zengfy
2018-06-05 11:58:26.833 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.home=C:\Users\zengfy
2018-06-05 11:58:26.833 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.dir=D:\zfy\workspace\summer\summer-security\summer-security-provider
2018-06-05 11:58:26.835 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Initiating client connection, connectString=127.0.0.1:2181 sessionTimeout=30000 watcher=org.I0Itec.zkclient.ZkClient@667242bb
2018-06-05 11:58:26.863 [DubboZkclientConnector-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2018-06-05 11:58:26.865 [DubboZkclientConnector-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Socket connection established to 127.0.0.1/127.0.0.1:2181, initiating session
2018-06-05 11:58:26.881 [DubboZkclientConnector-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Session establishment complete on server 127.0.0.1/127.0.0.1:2181, sessionid = 0x163cdced58a001c, negotiated timeout = 30000
2018-06-05 11:58:27.983 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Started SummerSecurityProviderApplicationTests in 7.389 seconds (JVM running for 8.971)
2018-06-05 11:58:28.085 [Thread-7] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5082d622: startup date [Tue Jun 05 11:58:20 CST 2018]; root of context hierarchy
2018-06-05 11:58:28.115 [DubboZkclientConnector-EventThread] INFO  org.apache.zookeeper.ClientCnxn - EventThread shut down for session: 0x163cdced58a001c
2018-06-05 11:58:28.115 [DubboShutdownHook] INFO  org.apache.zookeeper.ZooKeeper - Session: 0x163cdced58a001c closed
2018-06-05 11:58:43.029 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.summer.security.SummerSecurityProviderApplicationTests], using SpringBootContextLoader
2018-06-05 11:58:43.038 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.summer.security.SummerSecurityProviderApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-06-05 11:58:43.039 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.summer.security.SummerSecurityProviderApplicationTests]: SummerSecurityProviderApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-06-05 11:58:43.426 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.summer.security.SummerSecurityProviderApplication for test class com.summer.security.SummerSecurityProviderApplicationTests
2018-06-05 11:58:43.680 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-06-05 11:58:43.824 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@68c9133c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7a35b0f5, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5e2c3d18, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2cb4893b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@cc43f62, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5b218417, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@645aa696, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6caf0677, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@413d1baf, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@16eb3ea3, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@273444fe]
2018-06-05 11:58:44.221 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Starting SummerSecurityProviderApplicationTests on DESKTOP-EL7HE66 with PID 600 (started by zengfy in D:\zfy\workspace\summer\summer-security\summer-security-provider)
2018-06-05 11:58:44.222 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - No active profile set, falling back to default profiles: default
2018-06-05 11:58:44.249 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5082d622: startup date [Tue Jun 05 11:58:44 CST 2018]; root of context hierarchy
2018-06-05 11:58:44.892 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-06-05 11:58:45.333 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.345 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a0deeca7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.352 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$e9f122c5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.380 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$$EnhancerBySpringCGLIB$$de64e769] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.392 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.395 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.cache-org.springframework.boot.autoconfigure.cache.CacheProperties' of type [org.springframework.boot.autoconfigure.cache.CacheProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.405 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManagerCustomizers' of type [org.springframework.boot.autoconfigure.cache.CacheManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.409 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration' of type [org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration$$EnhancerBySpringCGLIB$$8ef683c3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.415 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.redis-org.springframework.boot.autoconfigure.data.redis.RedisProperties' of type [org.springframework.boot.autoconfigure.data.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.424 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration' of type [org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration$$EnhancerBySpringCGLIB$$b5f8aaf1] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.545 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lettuceClientResources' of type [io.lettuce.core.resource.DefaultClientResources] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.656 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConnectionFactory' of type [org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.679 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManager' of type [org.springframework.data.redis.cache.RedisCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.680 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheAutoConfigurationValidator' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$CacheManagerValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.759 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.dubbo-com.alibaba.dubbo.spring.boot.DubboProperties' of type [com.alibaba.dubbo.spring.boot.DubboProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:45.760 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration' of type [com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration$$EnhancerBySpringCGLIB$$daf985c9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:58:47.305 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Started SummerSecurityProviderApplicationTests in 3.43 seconds (JVM running for 4.969)
2018-06-05 11:58:47.415 [Thread-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5082d622: startup date [Tue Jun 05 11:58:44 CST 2018]; root of context hierarchy
2018-06-05 12:21:57.539 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.summer.security.SummerSecurityProviderApplicationTests], using SpringBootContextLoader
2018-06-05 12:21:57.552 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.summer.security.SummerSecurityProviderApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-06-05 12:21:57.555 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.summer.security.SummerSecurityProviderApplicationTests]: SummerSecurityProviderApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-06-05 12:21:58.125 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.summer.security.SummerSecurityProviderApplication for test class com.summer.security.SummerSecurityProviderApplicationTests
2018-06-05 12:21:58.356 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-06-05 12:21:58.478 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5e2c3d18, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2cb4893b, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@cc43f62, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5b218417, org.springframework.test.context.transaction.TransactionalTestExecutionListener@645aa696, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6caf0677, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@413d1baf, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@16eb3ea3, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@273444fe, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@33bc72d1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1a75e76a]
2018-06-05 12:21:58.828 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Starting SummerSecurityProviderApplicationTests on DESKTOP-EL7HE66 with PID 11500 (started by zengfy in D:\zfy\workspace\summer\summer-security\summer-security-provider)
2018-06-05 12:21:58.829 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - No active profile set, falling back to default profiles: default
2018-06-05 12:21:58.859 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@302f7971: startup date [Tue Jun 05 12:21:58 CST 2018]; root of context hierarchy
2018-06-05 12:21:59.542 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-06-05 12:21:59.975 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:21:59.985 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$26e9230d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:21:59.991 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$6ffb592b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.020 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$$EnhancerBySpringCGLIB$$646f1dcf] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.029 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.032 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.cache-org.springframework.boot.autoconfigure.cache.CacheProperties' of type [org.springframework.boot.autoconfigure.cache.CacheProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.041 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManagerCustomizers' of type [org.springframework.boot.autoconfigure.cache.CacheManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.044 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration' of type [org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration$$EnhancerBySpringCGLIB$$1500ba29] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.049 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.redis-org.springframework.boot.autoconfigure.data.redis.RedisProperties' of type [org.springframework.boot.autoconfigure.data.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.057 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration' of type [org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration$$EnhancerBySpringCGLIB$$3c02e157] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.162 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lettuceClientResources' of type [io.lettuce.core.resource.DefaultClientResources] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.259 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConnectionFactory' of type [org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.280 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManager' of type [org.springframework.data.redis.cache.RedisCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.281 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheAutoConfigurationValidator' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$CacheManagerValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.355 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.dubbo-com.alibaba.dubbo.spring.boot.DubboProperties' of type [com.alibaba.dubbo.spring.boot.DubboProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:00.356 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration' of type [com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration$$EnhancerBySpringCGLIB$$6103bc2f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:22:01.816 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Started SummerSecurityProviderApplicationTests in 3.281 seconds (JVM running for 5.133)
2018-06-05 12:22:01.913 [Thread-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@302f7971: startup date [Tue Jun 05 12:21:58 CST 2018]; root of context hierarchy
2018-06-05 12:23:29.976 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.summer.security.SummerSecurityProviderApplicationTests], using SpringBootContextLoader
2018-06-05 12:23:29.986 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.summer.security.SummerSecurityProviderApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-06-05 12:23:29.987 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.summer.security.SummerSecurityProviderApplicationTests]: SummerSecurityProviderApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-06-05 12:23:30.247 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.summer.security.SummerSecurityProviderApplication for test class com.summer.security.SummerSecurityProviderApplicationTests
2018-06-05 12:23:30.471 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-06-05 12:23:30.639 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5e2c3d18, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2cb4893b, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@cc43f62, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5b218417, org.springframework.test.context.transaction.TransactionalTestExecutionListener@645aa696, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6caf0677, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@413d1baf, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@16eb3ea3, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@273444fe, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@33bc72d1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1a75e76a]
2018-06-05 12:23:31.132 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Starting SummerSecurityProviderApplicationTests on DESKTOP-EL7HE66 with PID 3008 (started by zengfy in D:\zfy\workspace\summer\summer-security\summer-security-provider)
2018-06-05 12:23:31.133 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - No active profile set, falling back to default profiles: default
2018-06-05 12:23:31.162 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@302f7971: startup date [Tue Jun 05 12:23:31 CST 2018]; root of context hierarchy
2018-06-05 12:23:31.803 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-06-05 12:23:32.272 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 12:23:32.283 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a6d2ff1] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
